match_id,date,league,season,home,away,minute,score_home,score_away,current_total_goals,GOAL_FT,p,target,success,GOALS_REMAINING_2PLUS,HOME_GOAL_FT,AWAY_GOAL_FT
13978,2020-08-22 15:00:00,Ligue_1,2020/21,Dijon,Angers,40,0,1,1,0.0,0.8508214683131028,GOAL_FT,0,,,
13979,2020-08-22 19:00:00,Ligue_1,2020/21,Lille,Rennes,40,1,0,1,1.0,0.8039553632694952,GOAL_FT,1,,,
13982,2020-08-23 11:00:00,Ligue_1,2020/21,Monaco,Reims,40,0,2,2,1.0,0.8810342340968306,GOAL_FT,1,,,
13984,2020-08-23 15:00:00,Ligue_1,2020/21,Nice,Lens,40,1,1,2,1.0,0.8127730329678695,GOAL_FT,1,,,
13985,2020-08-23 13:00:00,Ligue_1,2020/21,Nimes,Brest,40,2,0,2,1.0,0.8239864669304701,GOAL_FT,1,,,
13987,2020-08-30 13:00:00,Ligue_1,2020/21,Angers,Bordeaux,40,0,2,2,0.0,0.8103858402732103,GOAL_FT,0,,,
13988,2020-08-30 19:00:00,Ligue_1,2020/21,Brest,Marseille,40,0,2,2,1.0,0.8026012288653646,GOAL_FT,1,,,
13990,2020-08-28 19:00:00,Ligue_1,2020/21,Lyon,Dijon,40,1,1,2,1.0,0.8644281562221418,GOAL_FT,1,,,
13992,2020-08-30 13:00:00,Ligue_1,2020/21,Nantes,Nimes,40,2,0,2,1.0,0.8448274924247686,GOAL_FT,1,,,
13994,2020-08-29 15:00:00,Ligue_1,2020/21,Rennes,Montpellier,40,0,0,0,1.0,0.826530338111624,GOAL_FT,1,,,
13995,2020-08-30 13:00:00,Ligue_1,2020/21,Saint-Etienne,Lorient,40,1,0,1,1.0,0.8059368939387903,GOAL_FT,1,,,
13996,2020-08-29 19:00:00,Ligue_1,2020/21,Strasbourg,Nice,40,0,1,1,1.0,0.818406140502007,GOAL_FT,1,,,
13997,2020-08-08 13:00:00,RFPL,2020/21,Khimki,CSKA Moscow,40,0,1,1,1.0,0.8204853886293921,GOAL_FT,1,,,
14001,2020-08-09 17:00:00,RFPL,2020/21,Spartak Moscow,PFC Sochi,40,2,1,3,1.0,0.8345052168759566,GOAL_FT,1,,,
14002,2020-08-10 14:00:00,RFPL,2020/21,Ural,Dinamo Moscow,40,0,1,1,1.0,0.832408368360881,GOAL_FT,1,,,
14003,2020-08-11 15:00:00,RFPL,2020/21,FC Rotor Volgograd,Zenit St. Petersburg,40,0,1,1,1.0,0.8333616336767089,GOAL_FT,1,,,
14004,2020-08-11 17:00:00,RFPL,2020/21,Rubin Kazan,Lokomotiv Moscow,40,0,2,2,0.0,0.8225561417172433,GOAL_FT,0,,,
14006,2020-08-14 16:00:00,RFPL,2020/21,PFC Sochi,Khimki,40,0,1,1,1.0,0.8232200587011655,GOAL_FT,1,,,
14008,2020-08-15 12:30:00,RFPL,2020/21,Rubin Kazan,Ural,40,1,1,2,0.0,0.8537583725582512,GOAL_FT,0,,,
14011,2020-08-15 16:00:00,RFPL,2020/21,Lokomotiv Moscow,FC Krasnodar,40,0,0,0,1.0,0.8103944670780602,GOAL_FT,1,,,
14012,2020-08-15 17:00:00,RFPL,2020/21,FC Rostov,Zenit St. Petersburg,40,0,1,1,1.0,0.8302847366214001,GOAL_FT,1,,,
14013,2020-08-18 15:00:00,RFPL,2020/21,PFC Sochi,Rubin Kazan,43,1,0,1,1.0,0.823203554796094,GOAL_FT,1,,,
14015,2020-08-18 17:00:00,RFPL,2020/21,FC Krasnodar,Arsenal Tula,40,1,0,1,1.0,0.8076816669213991,GOAL_FT,1,,,
14016,2020-08-19 13:00:00,RFPL,2020/21,Ural,Lokomotiv Moscow,40,0,0,0,1.0,0.8048073353442309,GOAL_FT,1,,,
14017,2020-08-19 13:00:00,RFPL,2020/21,FC Ufa,Spartak Moscow,40,1,1,2,0.0,0.8220832085935169,GOAL_FT,0,,,
14019,2020-08-19 16:00:00,RFPL,2020/21,Dinamo Moscow,FC Rostov,41,1,0,1,1.0,0.8179285378623913,GOAL_FT,1,,,
14020,2020-08-19 17:00:00,RFPL,2020/21,Zenit St. Petersburg,CSKA Moscow,40,1,1,2,1.0,0.8047757882038115,GOAL_FT,1,,,
14024,2020-08-22 15:00:00,RFPL,2020/21,Zenit St. Petersburg,FC Tambov,40,1,0,1,1.0,0.8206635545181769,GOAL_FT,1,,,
14025,2020-08-22 17:00:00,RFPL,2020/21,CSKA Moscow,Rubin Kazan,40,1,1,2,1.0,0.8628499136754658,GOAL_FT,1,,,
14026,2020-08-22 17:00:00,RFPL,2020/21,FC Rotor Volgograd,PFC Sochi,40,0,1,1,1.0,0.8176955286976805,GOAL_FT,1,,,
14029,2020-08-25 15:30:00,RFPL,2020/21,FC Tambov,PFC Sochi,40,0,0,0,1.0,0.8112336974936871,GOAL_FT,1,,,
14030,2020-08-25 17:30:00,RFPL,2020/21,Arsenal Tula,Khimki,40,0,1,1,1.0,0.8105522453261745,GOAL_FT,1,,,
14031,2020-08-26 15:30:00,RFPL,2020/21,Rubin Kazan,FC Ufa,40,0,0,0,1.0,0.8088657965903685,GOAL_FT,1,,,
14032,2020-08-26 15:30:00,RFPL,2020/21,Lokomotiv Moscow,FK Akhmat,40,0,1,1,1.0,0.8085772489453614,GOAL_FT,1,,,
14033,2020-08-26 15:30:00,RFPL,2020/21,FC Rotor Volgograd,Spartak Moscow,40,0,0,0,1.0,0.8350810043212047,GOAL_FT,1,,,
14034,2020-08-26 17:30:00,RFPL,2020/21,FC Krasnodar,CSKA Moscow,40,0,1,1,1.0,0.819723217411969,GOAL_FT,1,,,
14036,2020-08-26 17:45:00,RFPL,2020/21,Dinamo Moscow,Zenit St. Petersburg,40,1,0,1,0.0,0.8037751331160703,GOAL_FT,0,,,
14038,2020-08-29 15:00:00,RFPL,2020/21,Spartak Moscow,Arsenal Tula,40,1,1,2,1.0,0.8269327030992943,GOAL_FT,1,,,
14042,2020-08-30 15:00:00,RFPL,2020/21,FK Akhmat,CSKA Moscow,40,0,1,1,1.0,0.8322849304422312,GOAL_FT,1,,,
14043,2020-08-30 17:00:00,RFPL,2020/21,FC Krasnodar,FC Rostov,40,0,0,0,1.0,0.8215575022828969,GOAL_FT,1,,,
14086,2020-09-12 11:30:00,EPL,2020/21,Fulham,Arsenal,40,0,1,1,1.0,0.8084928794695316,GOAL_FT,1,,,
14089,2021-01-20 20:00:00,EPL,2020/21,Manchester City,Aston Villa,40,0,0,0,1.0,0.8284202585539295,GOAL_FT,1,,,
14090,2020-09-12 16:30:00,EPL,2020/21,Liverpool,Leeds,40,3,2,5,1.0,0.862469595699752,GOAL_FT,1,,,
14091,2020-09-12 19:00:00,EPL,2020/21,West Ham,Newcastle United,40,0,0,0,1.0,0.8336729975477662,GOAL_FT,1,,,
14093,2020-09-13 15:30:00,EPL,2020/21,Tottenham,Everton,41,0,0,0,1.0,0.8129125034077581,GOAL_FT,1,,,
14095,2020-09-14 19:15:00,EPL,2020/21,Brighton,Chelsea,40,0,1,1,1.0,0.8179382049344431,GOAL_FT,1,,,
14096,2020-09-19 11:30:00,EPL,2020/21,Everton,West Bromwich Albion,40,1,1,2,1.0,0.8396914666382628,GOAL_FT,1,,,
14097,2020-09-19 14:00:00,EPL,2020/21,Leeds,Fulham,40,2,1,3,1.0,0.8655866429720344,GOAL_FT,1,,,
14098,2020-09-19 16:30:00,EPL,2020/21,Manchester United,Crystal Palace,40,0,1,1,1.0,0.8128527262936998,GOAL_FT,1,,,
14100,2020-09-20 11:00:00,EPL,2020/21,Southampton,Tottenham,46,1,2,3,1.0,0.8144473543330599,GOAL_FT,1,,,
14101,2020-09-20 13:00:00,EPL,2020/21,Newcastle United,Brighton,40,0,2,2,1.0,0.8025542486624755,GOAL_FT,1,,,
14105,2020-09-21 19:15:00,EPL,2020/21,Wolverhampton Wanderers,Manchester City,40,0,2,2,1.0,0.8237847783281532,GOAL_FT,1,,,
14106,2020-09-26 11:30:00,EPL,2020/21,Brighton,Manchester United,40,1,0,1,1.0,0.830421588089493,GOAL_FT,1,,,
14107,2020-09-26 14:00:00,EPL,2020/21,Crystal Palace,Everton,40,1,2,3,0.0,0.8471599921144141,GOAL_FT,0,,,
14108,2020-09-26 16:30:00,EPL,2020/21,West Bromwich Albion,Chelsea,40,3,0,3,1.0,0.8413188902258607,GOAL_FT,1,,,
14110,2020-09-27 11:00:00,EPL,2020/21,Sheffield United,Leeds,40,0,0,0,1.0,0.8250097801255073,GOAL_FT,1,,,
14111,2020-09-27 13:00:00,EPL,2020/21,Tottenham,Newcastle United,40,1,0,1,1.0,0.845475111364853,GOAL_FT,1,,,
14112,2020-09-27 15:30:00,EPL,2020/21,Manchester City,Leicester,40,1,1,2,1.0,0.8302939062353926,GOAL_FT,1,,,
14113,2020-09-27 18:00:00,EPL,2020/21,West Ham,Wolverhampton Wanderers,40,1,0,1,1.0,0.8172233359176392,GOAL_FT,1,,,
14114,2020-09-28 17:00:00,EPL,2020/21,Fulham,Aston Villa,40,0,2,2,1.0,0.8170411313620105,GOAL_FT,1,,,
14115,2020-09-28 19:15:00,EPL,2020/21,Liverpool,Arsenal,40,2,1,3,1.0,0.8546036602867475,GOAL_FT,1,,,
14116,2020-09-19 16:00:00,Serie_A,2020/21,Fiorentina,Torino,45,0,0,0,1.0,0.8235184752455141,GOAL_FT,1,,,
14117,2020-09-19 18:45:00,Serie_A,2020/21,Verona,Roma,40,0,0,0,0.0,0.8408994790121536,GOAL_FT,0,,,
14119,2020-09-20 13:00:00,Serie_A,2020/21,Genoa,Crotone,40,3,1,4,1.0,0.8451786910645289,GOAL_FT,1,,,
14120,2020-09-20 16:00:00,Serie_A,2020/21,Sassuolo,Cagliari,40,0,0,0,1.0,0.8105535433942634,GOAL_FT,1,,,
14122,2020-09-21 18:45:00,Serie_A,2020/21,AC Milan,Bologna,40,1,0,1,1.0,0.8125455304830076,GOAL_FT,1,,,
14123,2020-09-26 13:00:00,Serie_A,2020/21,Torino,Atalanta,40,1,2,3,1.0,0.8415080726832236,GOAL_FT,1,,,
14124,2020-09-26 16:00:00,Serie_A,2020/21,Cagliari,Lazio,40,0,1,1,1.0,0.8290659125554737,GOAL_FT,1,,,
14125,2020-09-26 16:00:00,Serie_A,2020/21,Sampdoria,Benevento,40,2,1,3,1.0,0.8389801865206844,GOAL_FT,1,,,
14126,2020-09-26 18:45:00,Serie_A,2020/21,Inter,Fiorentina,40,0,1,1,1.0,0.8184342754971957,GOAL_FT,1,,,
14128,2020-09-27 16:00:00,Serie_A,2020/21,Napoli,Genoa,40,1,0,1,1.0,0.8209446000219134,GOAL_FT,1,,,
14130,2020-09-27 16:00:00,Serie_A,2020/21,Crotone,AC Milan,46,0,1,1,1.0,0.800213764398651,GOAL_FT,1,,,
14131,2020-09-27 18:45:00,Serie_A,2020/21,Roma,Juventus,43,1,1,2,1.0,0.8304044948830691,GOAL_FT,1,,,
14132,2020-09-28 18:45:00,Serie_A,2020/21,Bologna,Parma Calcio 1913,40,2,0,2,1.0,0.8063416667427725,GOAL_FT,1,,,
14133,2020-09-30 16:00:00,Serie_A,2020/21,Benevento,Inter,40,1,3,4,1.0,0.8432913049097999,GOAL_FT,1,,,
14134,2020-09-30 16:00:00,Serie_A,2020/21,Udinese,Spezia,40,0,1,1,1.0,0.8008286506846105,GOAL_FT,1,,,
14135,2020-09-30 18:45:00,Serie_A,2020/21,Lazio,Atalanta,40,0,3,3,1.0,0.87409066694716,GOAL_FT,1,,,
14140,2020-09-13 14:00:00,La_liga,2020/21,Real Valladolid,Real Sociedad,40,1,0,1,1.0,0.8366144710706191,GOAL_FT,1,,,
14144,2020-09-13 19:00:00,La_liga,2020/21,Valencia,Levante,40,2,2,4,1.0,0.8516716553342578,GOAL_FT,1,,,
14146,2020-09-19 14:00:00,La_liga,2020/21,Villarreal,Eibar,49,0,1,1,1.0,0.8059609155516201,GOAL_FT,1,,,
14147,2020-09-19 19:00:00,La_liga,2020/21,Celta Vigo,Valencia,40,1,0,1,1.0,0.8118413067108818,GOAL_FT,1,,,
14149,2021-02-17 18:00:00,La_liga,2020/21,Levante,Atletico Madrid,40,1,1,2,0.0,0.8448543377975546,GOAL_FT,0,,,
14150,2021-03-17 20:00:00,La_liga,2020/21,Sevilla,Elche,42,1,0,1,1.0,0.8039817070675137,GOAL_FT,1,,,
14151,2020-09-20 16:30:00,La_liga,2020/21,Granada,Alaves,40,1,1,2,1.0,0.8197092871311121,GOAL_FT,1,,,
14152,2020-09-20 19:00:00,La_liga,2020/21,Real Sociedad,Real Madrid,42,0,0,0,0.0,0.8046014701678904,GOAL_FT,0,,,
14153,2020-09-20 16:30:00,La_liga,2020/21,Real Betis,Real Valladolid,40,2,0,2,0.0,0.8137567839489015,GOAL_FT,0,,,
14154,2020-09-26 11:00:00,La_liga,2020/21,Alaves,Getafe,40,0,0,0,0.0,0.8127513821585175,GOAL_FT,0,,,
14155,2020-09-27 14:00:00,La_liga,2020/21,Atletico Madrid,Granada,40,1,0,1,1.0,0.8506235557009028,GOAL_FT,1,,,
14156,2020-09-27 19:00:00,La_liga,2020/21,Barcelona,Villarreal,40,3,0,3,1.0,0.8692382349804666,GOAL_FT,1,,,
14157,2020-09-26 19:00:00,La_liga,2020/21,Real Betis,Real Madrid,40,2,1,3,1.0,0.8560835346424517,GOAL_FT,1,,,
14159,2020-09-27 19:00:00,La_liga,2020/21,Cadiz,Sevilla,40,0,0,0,1.0,0.8121332319430806,GOAL_FT,1,,,
14160,2020-09-27 10:00:00,La_liga,2020/21,Osasuna,Levante,40,1,1,2,1.0,0.8482156142220936,GOAL_FT,1,,,
14162,2020-09-27 16:30:00,La_liga,2020/21,Real Valladolid,Celta Vigo,43,0,1,1,1.0,0.803252445685694,GOAL_FT,1,,,
14163,2020-09-26 16:30:00,La_liga,2020/21,Elche,Real Sociedad,40,0,0,0,1.0,0.8207787826169258,GOAL_FT,1,,,
14167,2020-09-29 19:30:00,La_liga,2020/21,Getafe,Real Betis,41,3,0,3,0.0,0.8202708756574265,GOAL_FT,0,,,
14172,2020-09-30 17:00:00,La_liga,2020/21,Villarreal,Alaves,45,2,1,3,1.0,0.8384912074814169,GOAL_FT,1,,,
14173,2020-09-18 18:30:00,Bundesliga,2020/21,Bayern Munich,Schalke 04,40,3,0,3,1.0,0.8670697781976358,GOAL_FT,1,,,
14174,2020-09-19 13:30:00,Bundesliga,2020/21,Eintracht Frankfurt,Arminia Bielefeld,40,0,0,0,1.0,0.8109665946739991,GOAL_FT,1,,,
14175,2020-09-19 13:30:00,Bundesliga,2020/21,Union Berlin,Augsburg,40,0,1,1,1.0,0.8148249298596895,GOAL_FT,1,,,
14176,2020-09-19 13:30:00,Bundesliga,2020/21,FC Cologne,Hoffenheim,40,1,1,2,1.0,0.8244054392124912,GOAL_FT,1,,,
14177,2020-09-19 13:30:00,Bundesliga,2020/21,Werder Bremen,Hertha Berlin,41,0,1,1,1.0,0.8012465051657476,GOAL_FT,1,,,
14178,2020-09-19 13:30:00,Bundesliga,2020/21,VfB Stuttgart,Freiburg,40,0,2,2,1.0,0.8339749958512018,GOAL_FT,1,,,
14180,2020-09-20 13:30:00,Bundesliga,2020/21,RasenBallsport Leipzig,Mainz 05,40,2,0,2,1.0,0.8410866794127166,GOAL_FT,1,,,
14181,2020-09-20 16:00:00,Bundesliga,2020/21,Wolfsburg,Bayer Leverkusen,41,0,0,0,0.0,0.8148654771888618,GOAL_FT,0,,,
14182,2020-09-25 18:30:00,Bundesliga,2020/21,Hertha Berlin,Eintracht Frankfurt,40,0,2,2,1.0,0.826047996288661,GOAL_FT,1,,,
14183,2020-09-26 13:30:00,Bundesliga,2020/21,Mainz 05,VfB Stuttgart,40,1,0,1,1.0,0.821680413631595,GOAL_FT,1,,,
14184,2020-09-26 13:30:00,Bundesliga,2020/21,Augsburg,Borussia Dortmund,40,1,0,1,1.0,0.818346754336566,GOAL_FT,1,,,
14185,2020-09-26 13:30:00,Bundesliga,2020/21,Arminia Bielefeld,FC Cologne,41,0,0,0,1.0,0.8100455281436499,GOAL_FT,1,,,
14187,2020-09-26 13:30:00,Bundesliga,2020/21,Bayer Leverkusen,RasenBallsport Leipzig,40,1,1,2,0.0,0.8089611329541725,GOAL_FT,0,,,
14188,2020-09-26 16:30:00,Bundesliga,2020/21,Schalke 04,Werder Bremen,40,0,2,2,1.0,0.84729690356827,GOAL_FT,1,,,
14189,2020-09-27 13:30:00,Bundesliga,2020/21,Hoffenheim,Bayern Munich,40,2,1,3,1.0,0.8401373646731252,GOAL_FT,1,,,
14190,2020-09-27 16:00:00,Bundesliga,2020/21,Freiburg,Wolfsburg,41,1,1,2,0.0,0.8059887508581985,GOAL_FT,0,,,
14192,2020-09-12 15:00:00,Ligue_1,2020/21,Montpellier,Nice,40,1,0,1,1.0,0.8067656654314592,GOAL_FT,1,,,
14195,2020-09-13 13:00:00,Ligue_1,2020/21,Lorient,Lens,40,1,2,3,1.0,0.8250750732601843,GOAL_FT,1,,,
14196,2020-09-13 13:00:00,Ligue_1,2020/21,Dijon,Brest,41,0,1,1,1.0,0.8012134577400806,GOAL_FT,1,,,
14197,2020-09-13 13:00:00,Ligue_1,2020/21,Angers,Reims,43,0,0,0,1.0,0.8180509975258003,GOAL_FT,1,,,
14198,2020-09-13 13:00:00,Ligue_1,2020/21,Nimes,Rennes,40,1,2,3,1.0,0.8465000816552782,GOAL_FT,1,,,
14201,2020-09-15 19:00:00,Ligue_1,2020/21,Montpellier,Lyon,40,1,0,1,1.0,0.868349193326099,GOAL_FT,1,,,
14202,2020-09-16 19:00:00,Ligue_1,2020/21,Paris Saint Germain,Metz,40,0,0,0,1.0,0.8492711637805224,GOAL_FT,1,,,
14203,2020-09-17 19:00:00,Ligue_1,2020/21,Marseille,Saint-Etienne,40,0,1,1,1.0,0.8329863743056767,GOAL_FT,1,,,
14204,2020-09-18 19:00:00,Ligue_1,2020/21,Lyon,Nimes,40,0,0,0,0.0,0.8123290007307149,GOAL_FT,0,,,
14205,2020-09-19 15:00:00,Ligue_1,2020/21,Lens,Bordeaux,40,0,0,0,1.0,0.8380837043202801,GOAL_FT,1,,,
14206,2020-09-19 19:00:00,Ligue_1,2020/21,Rennes,Monaco,40,0,1,1,1.0,0.8130240124621354,GOAL_FT,1,,,
14207,2020-09-20 11:00:00,Ligue_1,2020/21,Nice,Paris Saint Germain,40,0,1,1,1.0,0.835670428047749,GOAL_FT,1,,,
14209,2020-09-20 13:00:00,Ligue_1,2020/21,Metz,Reims,42,1,1,2,1.0,0.8387186952398437,GOAL_FT,1,,,
14210,2020-09-20 13:00:00,Ligue_1,2020/21,Montpellier,Angers,40,1,1,2,1.0,0.8098143323881235,GOAL_FT,1,,,
14211,2020-09-20 13:00:00,Ligue_1,2020/21,Brest,Lorient,40,2,0,2,1.0,0.8378026816226942,GOAL_FT,1,,,
14212,2020-09-20 15:00:00,Ligue_1,2020/21,Nantes,Saint-Etienne,40,0,1,1,1.0,0.8050415253059807,GOAL_FT,1,,,
14214,2020-09-25 19:00:00,Ligue_1,2020/21,Lille,Nantes,42,0,0,0,1.0,0.825745217935639,GOAL_FT,1,,,
14216,2020-09-26 19:00:00,Ligue_1,2020/21,Marseille,Metz,40,0,0,0,1.0,0.8190600224304256,GOAL_FT,1,,,
14218,2020-09-27 13:00:00,Ligue_1,2020/21,Dijon,Montpellier,40,1,0,1,1.0,0.8281285142012571,GOAL_FT,1,,,
14219,2020-09-27 13:00:00,Ligue_1,2020/21,Angers,Brest,40,1,2,3,1.0,0.8358489469146677,GOAL_FT,1,,,
14220,2020-09-27 13:00:00,Ligue_1,2020/21,Monaco,Strasbourg,46,2,1,3,1.0,0.8104060833800122,GOAL_FT,1,,,
14221,2020-09-27 13:00:00,Ligue_1,2020/21,Nimes,Lens,40,0,1,1,1.0,0.8102527729539056,GOAL_FT,1,,,
14223,2020-09-27 19:00:00,Ligue_1,2020/21,Reims,Paris Saint Germain,40,0,1,1,1.0,0.8212989338329045,GOAL_FT,1,,,
14226,2020-09-12 13:30:00,RFPL,2020/21,Ural,Khimki,40,2,0,2,1.0,0.8256911869844487,GOAL_FT,1,,,
14227,2020-09-12 16:00:00,RFPL,2020/21,FK Akhmat,PFC Sochi,40,0,1,1,0.0,0.8336307734076147,GOAL_FT,0,,,
14228,2020-09-13 13:30:00,RFPL,2020/21,Dinamo Moscow,Rubin Kazan,40,0,1,1,0.0,0.8445216604152993,GOAL_FT,0,,,
14230,2020-09-13 16:00:00,RFPL,2020/21,CSKA Moscow,Spartak Moscow,40,1,1,2,1.0,0.8095066629745793,GOAL_FT,1,,,
14231,2020-09-14 15:30:00,RFPL,2020/21,Zenit St. Petersburg,Arsenal Tula,40,2,0,2,1.0,0.8435223882951008,GOAL_FT,1,,,
14233,2020-09-18 17:00:00,RFPL,2020/21,FC Krasnodar,Khimki,40,2,1,3,1.0,0.8365945432990466,GOAL_FT,1,,,
14234,2020-09-19 13:30:00,RFPL,2020/21,Ural,Zenit St. Petersburg,40,0,1,1,1.0,0.8173221845521724,GOAL_FT,1,,,
14237,2020-09-20 11:00:00,RFPL,2020/21,Arsenal Tula,PFC Sochi,40,1,1,2,1.0,0.8164733819874622,GOAL_FT,1,,,
14238,2020-09-20 13:30:00,RFPL,2020/21,Rubin Kazan,Spartak Moscow,40,0,1,1,1.0,0.8203863478459483,GOAL_FT,1,,,
14239,2020-09-20 16:00:00,RFPL,2020/21,Lokomotiv Moscow,FC Tambov,40,1,0,1,0.0,0.801105269022076,GOAL_FT,0,,,
14240,2020-09-21 16:00:00,RFPL,2020/21,Dinamo Moscow,FK Akhmat,40,0,0,0,1.0,0.8125156472546211,GOAL_FT,1,,,
14242,2020-09-26 13:30:00,RFPL,2020/21,Zenit St. Petersburg,FC Ufa,40,2,0,2,1.0,0.8381549208869912,GOAL_FT,1,,,
14243,2020-09-26 17:00:00,RFPL,2020/21,PFC Sochi,FC Krasnodar,40,1,0,1,1.0,0.8276691412593822,GOAL_FT,1,,,
14244,2020-09-27 11:00:00,RFPL,2020/21,Arsenal Tula,FC Rostov,40,1,2,3,1.0,0.8398608126604578,GOAL_FT,1,,,
14245,2020-09-27 13:30:00,RFPL,2020/21,FK Akhmat,Ural,40,1,0,1,1.0,0.8707579608305376,GOAL_FT,1,,,
14246,2020-09-27 16:00:00,RFPL,2020/21,CSKA Moscow,Lokomotiv Moscow,44,0,1,1,0.0,0.8188316423847665,GOAL_FT,0,,,
14247,2020-09-27 16:00:00,RFPL,2020/21,FC Rotor Volgograd,Rubin Kazan,40,0,0,0,1.0,0.8236633305039291,GOAL_FT,1,,,
14248,2020-09-28 16:00:00,RFPL,2020/21,Khimki,Dinamo Moscow,40,1,0,1,0.0,0.8306805136996995,GOAL_FT,0,,,
14300,2020-10-03 16:00:00,RFPL,2020/21,Spartak Moscow,Zenit St. Petersburg,40,0,0,0,1.0,0.8109679883679642,GOAL_FT,1,,,
14301,2020-10-04 11:00:00,RFPL,2020/21,Lokomotiv Moscow,Khimki,45,1,1,2,1.0,0.8072368373917769,GOAL_FT,1,,,
14304,2020-10-04 17:00:00,RFPL,2020/21,Dinamo Moscow,FC Krasnodar,40,1,0,1,1.0,0.8113313754288007,GOAL_FT,1,,,
14307,2020-10-18 16:00:00,RFPL,2020/21,FC Rostov,FK Akhmat,40,1,0,1,1.0,0.8698810628764856,GOAL_FT,1,,,
14308,2020-10-17 11:00:00,RFPL,2020/21,Zenit St. Petersburg,PFC Sochi,40,2,0,2,1.0,0.8019603446738002,GOAL_FT,1,,,
14311,2020-10-17 16:00:00,RFPL,2020/21,Khimki,Spartak Moscow,40,0,0,0,1.0,0.8027922470342375,GOAL_FT,1,,,
14312,2020-10-18 11:00:00,RFPL,2020/21,FC Rotor Volgograd,FC Tambov,40,0,0,0,1.0,0.8354296385291563,GOAL_FT,1,,,
14314,2020-10-24 16:00:00,RFPL,2020/21,Lokomotiv Moscow,FC Rotor Volgograd,40,1,1,2,1.0,0.8176966461732458,GOAL_FT,1,,,
14315,2020-10-24 11:00:00,RFPL,2020/21,Dinamo Moscow,PFC Sochi,40,2,1,3,1.0,0.8260370867926133,GOAL_FT,1,,,
14316,2020-10-26 16:00:00,RFPL,2020/21,CSKA Moscow,Arsenal Tula,40,0,0,0,1.0,0.8046183957616398,GOAL_FT,1,,,
14318,2020-10-24 16:00:00,RFPL,2020/21,FC Krasnodar,Spartak Moscow,40,0,2,2,1.0,0.837913188299107,GOAL_FT,1,,,
14320,2020-10-24 13:30:00,RFPL,2020/21,Zenit St. Petersburg,Rubin Kazan,40,1,0,1,1.0,0.8034795837901327,GOAL_FT,1,,,
14321,2020-10-31 11:00:00,RFPL,2020/21,Rubin Kazan,Arsenal Tula,40,2,0,2,1.0,0.8300187138334199,GOAL_FT,1,,,
14322,2020-10-31 16:00:00,RFPL,2020/21,PFC Sochi,Lokomotiv Moscow,40,2,0,2,1.0,0.849090423833044,GOAL_FT,1,,,
14323,2020-11-01 16:00:00,RFPL,2020/21,FC Tambov,Dinamo Moscow,40,0,1,1,1.0,0.8105997061012116,GOAL_FT,1,,,
14325,2020-10-31 13:30:00,RFPL,2020/21,Spartak Moscow,FC Rostov,40,0,1,1,0.0,0.8102834720546579,GOAL_FT,0,,,
14326,2020-11-01 13:30:00,RFPL,2020/21,FC Rotor Volgograd,CSKA Moscow,40,0,1,1,0.0,0.8212492079556517,GOAL_FT,0,,,
14327,2020-11-01 11:00:00,RFPL,2020/21,FC Ufa,Ural,40,0,2,2,1.0,0.8497648168326639,GOAL_FT,1,,,
14330,2020-11-07 11:00:00,RFPL,2020/21,Ural,Spartak Moscow,40,1,1,2,1.0,0.8197222981807323,GOAL_FT,1,,,
14331,2020-11-07 13:30:00,RFPL,2020/21,Arsenal Tula,FC Rotor Volgograd,40,1,0,1,1.0,0.8165805958791461,GOAL_FT,1,,,
14334,2020-11-08 16:00:00,RFPL,2020/21,Dinamo Moscow,Lokomotiv Moscow,40,2,0,2,1.0,0.8065502206298123,GOAL_FT,1,,,
14335,2020-11-08 13:30:00,RFPL,2020/21,CSKA Moscow,FC Rostov,40,1,0,1,1.0,0.82545794955034,GOAL_FT,1,,,
14336,2020-11-08 16:00:00,RFPL,2020/21,Zenit St. Petersburg,FC Krasnodar,46,0,1,1,1.0,0.8042485885809388,GOAL_FT,1,,,
14338,2020-11-22 11:00:00,RFPL,2020/21,CSKA Moscow,PFC Sochi,40,1,1,2,0.0,0.8037120846284724,GOAL_FT,0,,,
14339,2020-11-21 13:30:00,RFPL,2020/21,FK Akhmat,Zenit St. Petersburg,40,1,1,2,1.0,0.8088120352258574,GOAL_FT,1,,,
14340,2020-11-21 11:00:00,RFPL,2020/21,FC Krasnodar,FC Tambov,40,1,0,1,0.0,0.8132934549436971,GOAL_FT,0,,,
14344,2020-11-23 14:00:00,RFPL,2020/21,FC Ufa,Khimki,40,0,2,2,1.0,0.8412123320154181,GOAL_FT,1,,,
14348,2020-11-28 11:00:00,RFPL,2020/21,Arsenal Tula,Zenit St. Petersburg,40,0,0,0,0.0,0.8176533698274977,GOAL_FT,0,,,
14349,2020-11-29 13:30:00,RFPL,2020/21,Rubin Kazan,CSKA Moscow,40,0,0,0,1.0,0.8264880733558234,GOAL_FT,1,,,
14350,2020-11-28 16:00:00,RFPL,2020/21,FK Akhmat,Lokomotiv Moscow,40,0,0,0,0.0,0.8373180333746707,GOAL_FT,0,,,
14351,2020-11-28 16:00:00,RFPL,2020/21,FC Rostov,Dinamo Moscow,40,1,0,1,1.0,0.8191089706451002,GOAL_FT,1,,,
14352,2020-11-29 16:00:00,RFPL,2020/21,Spartak Moscow,FC Rotor Volgograd,40,1,0,1,1.0,0.8310428613341414,GOAL_FT,1,,,
